Time	Voltage (V)	Current (A)
2021-03-18T18:50:15.286823	4.9	0.209
2021-03-18T18:50:15.574082	4.9	0.209
2021-03-18T18:50:15.861342	4.89	0.209
2021-03-18T18:50:16.148601	4.89	0.209
2021-03-18T18:50:16.435860	4.89	0.209
2021-03-18T18:50:16.723120	4.88	0.209
2021-03-18T18:50:17.010379	4.88	0.209
2021-03-18T18:50:17.297638	4.88	0.209
2021-03-18T18:50:17.584898	4.88	0.209
2021-03-18T18:50:17.872157	4.87	0.208
2021-03-18T18:50:18.159417	4.87	0.209
2021-03-18T18:50:18.446677	4.87	0.209
2021-03-18T18:50:18.733935	4.87	0.208
2021-03-18T18:50:19.021195	4.86	0.209
2021-03-18T18:50:19.308454	4.86	0.208
2021-03-18T18:50:19.595714	4.86	0.209
2021-03-18T18:50:19.882972	4.86	0.208
2021-03-18T18:50:20.170232	4.85	0.208
2021-03-18T18:50:20.457491	4.85	0.209
2021-03-18T18:50:20.744751	4.85	0.208
2021-03-18T18:50:21.032010	4.85	0.209
2021-03-18T18:50:21.319269	4.84	0.208
2021-03-18T18:50:21.606529	4.84	0.208
2021-03-18T18:50:21.893788	4.84	0.209
2021-03-18T18:50:22.181047	4.84	0.208
2021-03-18T18:50:22.468307	4.84	0.208
2021-03-18T18:50:22.755566	4.83	0.208
2021-03-18T18:50:23.042826	4.83	0.208
2021-03-18T18:50:23.330085	4.83	0.208
2021-03-18T18:50:23.617344	4.83	0.208
2021-03-18T18:50:23.904604	4.82	0.208
2021-03-18T18:50:24.191863	4.82	0.208
2021-03-18T18:50:24.479122	4.82	0.208
2021-03-18T18:50:24.766382	4.82	0.208
2021-03-18T18:50:25.053641	4.82	0.208
2021-03-18T18:50:25.340900	4.82	0.208
2021-03-18T18:50:25.628160	4.81	0.208
2021-03-18T18:50:25.915419	4.81	0.208
2021-03-18T18:50:26.202679	4.81	0.208
2021-03-18T18:50:26.489938	4.81	0.208
2021-03-18T18:50:26.777198	4.81	0.208
2021-03-18T18:50:27.064456	4.81	0.208
2021-03-18T18:50:27.351716	4.81	0.208
2021-03-18T18:50:27.638975	4.81	0.207
2021-03-18T18:50:27.926235	4.8	0.208
2021-03-18T18:50:28.213494	4.8	0.207
2021-03-18T18:50:28.500754	4.8	0.208
2021-03-18T18:50:28.788013	4.8	0.207
2021-03-18T18:50:29.075272	4.8	0.208
2021-03-18T18:50:29.362532	4.8	0.207
2021-03-18T18:50:29.649791	4.79	0.208
2021-03-18T18:50:29.937050	4.79	0.208
2021-03-18T18:50:30.224309	4.79	0.208
2021-03-18T18:50:30.511569	4.79	0.207
2021-03-18T18:50:30.798828	4.79	0.207
2021-03-18T18:50:31.086087	4.79	0.207
2021-03-18T18:50:31.373347	4.78	0.208
2021-03-18T18:50:31.660606	4.79	0.207
2021-03-18T18:50:31.947866	4.78	0.207
2021-03-18T18:50:32.235125	4.78	0.207
2021-03-18T18:50:32.522384	4.78	0.207
2021-03-18T18:50:32.809643	4.78	0.207
2021-03-18T18:50:33.096903	4.78	0.207
2021-03-18T18:50:33.384163	4.77	0.208
2021-03-18T18:50:33.671422	4.77	0.207
2021-03-18T18:50:33.958682	4.77	0.208
2021-03-18T18:50:34.245941	4.76	0.208
2021-03-18T18:50:34.533200	4.76	0.208
2021-03-18T18:50:34.820459	4.76	0.208
2021-03-18T18:50:35.107719	4.76	0.208
2021-03-18T18:50:35.394978	4.76	0.208
2021-03-18T18:50:35.682237	4.76	0.208
2021-03-18T18:50:35.969496	4.75	0.208
2021-03-18T18:50:36.256756	4.75	0.208
2021-03-18T18:50:36.544015	4.75	0.208
2021-03-18T18:50:36.831275	4.76	0.206
2021-03-18T18:50:37.118534	4.76	0.207
2021-03-18T18:50:37.405793	4.76	0.207
2021-03-18T18:50:37.693052	4.76	0.207
2021-03-18T18:50:37.980312	4.71	0.208
2021-03-18T18:50:38.267571	3.65	0.231
2021-03-18T18:50:38.555832	2.76	0.392
2021-03-18T18:50:38.843091	2.71	0.381
2021-03-18T18:50:39.130351	2.61	0.375
2021-03-18T18:50:39.417610	7.94	0.363
2021-03-18T18:50:39.704870	7.96	0.0244
2021-03-18T18:50:39.992128	3.71	-0.000236
2021-03-18T18:50:40.279388	0.0134	-0.000326
2021-03-18T18:50:40.566647	0.0113	-0.000174
2021-03-18T18:50:40.853906	6.92e-05	-0.0003
2021-03-18T18:50:41.141166	0.00221	-0.0003
2021-03-18T18:50:41.427424	0.00952	-0.000162
2021-03-18T18:50:41.714683	0.00481	-0.000303
2021-03-18T18:50:42.001943	0.00363	-0.000297
2021-03-18T18:50:42.290203	0.000131	-0.000348
2021-03-18T18:50:42.577463	0.00451	-0.00029
2021-03-18T18:50:42.864722	0.00478	-0.000355
2021-03-18T18:50:43.151981	0.000774	-0.000371
